DrugBank_ID,Protein_UID,Action,Gene_Name
DB01217,P08684,substrate,CYP3A4
DB01217,P08684,inhibitor,CYP3A4
DB01217,P20815,substrate,CYP3A5
DB01217,P10632,substrate,CYP2C8
DB01217,P10632,inhibitor,CYP2C8
DB01217,P22310,substrate,UGT1A4
DB01217,P35503,substrate,UGT1A3
DB01217,P16662,substrate,UGT2B7
DB01217,P05177,inhibitor,CYP1A2
DB01217,P11712,inhibitor,CYP2C9
DB01218,P0DP23,modulator,CALM1
DB01218,P0DP25,modulator,CALM3
DB01218,P0DP24,modulator,CALM2
DB01218,Q12809,inhibitor,KCNH2
DB01218,P46925,inhibitor,
DB01218,P10635,inhibitor,CYP2D6
DB01218,P08684,substrate,CYP3A4
DB01218,P20815,substrate,CYP3A5
DB01218,P10632,substrate,CYP2C8
DB01219,P21817,antagonist,RYR1
DB01220,P0A8V2,inhibitor,rpoB
DB01220,O75469,agonist,NR1I2
DB01220,P08684,substrate,CYP3A4
DB01220,P08684,inducer,CYP3A4
DB01220,P33261,inducer,CYP2C19
DB01220,P10632,inducer,CYP2C8
DB01221,Q8TCU5,antagonist,GRIN3A
DB01221,P46098,potentiator,HTR3A
DB01221,P36544,antagonist,CHRNA7
DB01221,P06276,inhibitor,BCHE
DB01221,P29475,inhibitor,NOS1
DB01221,P25103,antagonist,TACR1
DB01221,P14416,agonist,DRD2
DB01221,P14416,partial agonist,DRD2
DB01221,P41143,binder,OPRD1
DB01221,P23975,inhibitor,SLC6A2
DB01221,P41145,agonist,OPRK1
DB01221,P35372,binder,OPRM1
DB01221,P11229,binder,CHRM1
DB01221,P28223,antagonist,HTR2A
DB01221,P08908,antagonist,HTR1A
DB01221,P23219,substrate,PTGS1
DB01221,P10632,substrate,CYP2C8
DB01221,P20813,substrate,CYP2B6
DB01221,P11712,substrate,CYP2C9
DB01221,P08684,substrate,CYP3A4
DB01221,P08684,inducer,CYP3A4
DB01222,P04150,agonist,NR3C1
DB01222,P04083,substrate,ANXA1
DB01222,P20815,inducer,CYP3A5
DB01222,P08684,substrate,CYP3A4
DB01222,P08684,inducer,CYP3A4
DB01222,P11509,inducer,CYP2A6
DB01222,Q16678,inducer,CYP1B1
DB01222,P20813,inducer,CYP2B6
DB01222,P10632,inducer,CYP2C8
DB01222,P11712,inducer,CYP2C9
DB01222,P33261,inducer,CYP2C19
DB01222,P08684,substrate,CYP3A4
DB01222,P08684,inducer,CYP3A4
DB01223,Q14432,inhibitor,PDE3A
DB01223,P30542,antagonist,ADORA1
DB01223,P0DMS8,antagonist,ADORA3
DB01223,Q92769,activator,HDAC2
DB01223,P05181,substrate,CYP2E1
DB01223,P08684,substrate,CYP3A4
DB01223,P05177,substrate,CYP1A2
DB01224,P28223,antagonist,HTR2A
DB01224,P14416,antagonist,DRD2
DB01224,P08908,antagonist,HTR1A
DB01224,P08908,partial agonist,HTR1A
DB01224,P28222,ligand,HTR1B
DB01224,P28221,ligand,HTR1D
DB01224,P28566,ligand,HTR1E
DB01224,P28335,ligand,HTR2C
DB01224,P46098,ligand,HTR3A
DB01224,P50406,antagonist,HTR6
DB01224,P34969,ligand,HTR7
DB01224,P21728,antagonist,DRD1
DB01224,P21918,ligand,DRD5
DB01224,P35462,ligand,DRD3
DB01224,P21917,ligand,DRD4
DB01224,P35367,antagonist,HRH1
DB01224,P35348,antagonist,ADRA1A
DB01224,P08913,antagonist,ADRA2A
DB01224,P18089,antagonist,ADRA2B
DB01224,P18825,antagonist,ADRA2C
DB01224,P11229,antagonist,CHRM1
DB01224,P08172,ligand,CHRM2
DB01224,P20309,antagonist,CHRM3
DB01224,P08173,ligand,CHRM4
DB01224,P08912,ligand,CHRM5
DB01224,P33261,substrate,CYP2C19
DB01224,P10635,substrate,CYP2D6
DB01224,P08684,substrate,CYP3A4
DB01224,P20815,substrate,CYP3A5
DB01226,Q15822,antagonist,CHRNA2
DB01226,P08172,antagonist,CHRM2
DB01226,P08172,partial agonist,CHRM2
DB01226,P20309,antagonist,CHRM3
DB01226,P06276,substrate,BCHE
DB01227,P35372,agonist,OPRM1
DB01227,P30926,other/unknown,CHRNB4
DB01227,P32297,antagonist,CHRNA3
DB01227,P08684,substrate,CYP3A4
DB01227,P24462,substrate,CYP3A7
DB01228,Q14524,inhibitor,SCN5A
DB01228,P10635,substrate,CYP2D6
DB01229,Q9H4B7,inhibitor,TUBB1
DB01229,P10415,inhibitor,BCL2
DB01229,O75469,inducer,NR1I2
DB01229,P08684,substrate,CYP3A4
DB01229,P08684,inducer,CYP3A4
DB01229,P20815,substrate,CYP3A5
DB01229,P24462,substrate,CYP3A7
DB01229,P11511,inhibitor,CYP19A1
DB01229,Q16678,inhibitor,CYP1B1
DB01229,P10632,substrate,CYP2C8
DB01232,P03366,inhibitor,gag-pol
DB01232,Q72874,inhibitor,pol
DB01232,P10632,inhibitor,CYP2C8
DB01232,P10635,inhibitor,CYP2D6
DB01232,P08684,substrate,CYP3A4
DB01232,P08684,inhibitor,CYP3A4
DB01232,P20815,substrate,CYP3A5
DB01232,P20815,inhibitor,CYP3A5
DB01232,P24462,substrate,CYP3A7
DB01232,P24462,inhibitor,CYP3A7
DB01233,Q13639,agonist,HTR4
DB01233,P46098,antagonist,HTR3A
DB01233,P11229,agonist,CHRM1
DB01233,P14416,antagonist,DRD2
DB01233,P08684,substrate,CYP3A4
DB01233,P05177,substrate,CYP1A2
DB01233,P10635,substrate,CYP2D6
DB01233,P10635,inhibitor,CYP2D6
DB01234,P04150,agonist,NR3C1
DB01234,P51843,stimulator,NR0B1
DB01234,P04083,agonist,ANXA1
DB01234,P35228,negative modulator,NOS2
DB01234,O75469,agonist,NR1I2
DB01234,P80365,substrate,HSD11B2
DB01234,P08684,substrate,CYP3A4
DB01234,P08684,inhibitor,CYP3A4
DB01234,P08684,inducer,CYP3A4
DB01234,P28845,substrate,HSD11B1
DB01234,P20815,substrate,CYP3A5
DB01234,P20815,inducer,CYP3A5
DB01234,P24462,substrate,CYP3A7
DB01234,P24462,inducer,CYP3A7
DB01234,P05093,inhibitor,CYP17A1
DB01234,P04798,inhibitor,CYP1A1
DB01234,P04798,inducer,CYP1A1
DB01234,P11509,inducer,CYP2A6
DB01234,P20813,inducer,CYP2B6
DB01234,P33261,inducer,CYP2C19
DB01234,P10632,inducer,CYP2C8
DB01234,P05181,inducer,CYP2E1
DB01234,Q9HB55,inducer,CYP3A43
DB01234,Q02928,inducer,CYP4A11
DB01234,P15538,inhibitor,CYP11B1
DB01235,P21728,agonist,DRD1
DB01235,P21918,agonist,DRD5
DB01235,P14416,agonist,DRD2
DB01235,P35462,agonist,DRD3
DB01235,P21917,agonist,DRD4
DB01235,P20711,substrate,DDC
DB01236,P14867,agonist,GABRA1
DB01236,P23415,agonist,GLRA1
DB01236,P42261,antagonist,GRIA1
DB01236,P98194,inhibitor,ATP2C1
DB01236,Q96ER9,activator,CCDC51
DB01236,P03886,inhibitor,MT-ND1
DB01236,P20813,substrate,CYP2B6
DB01236,P05181,substrate,CYP2E1
DB01236,P11509,substrate,CYP2A6
DB01236,P08684,substrate,CYP3A4
DB01238,P14416,antagonist,DRD2
DB01238,P14416,partial agonist,DRD2
DB01238,P28223,antagonist,HTR2A
DB01238,P08908,partial agonist,HTR1A
DB01238,P35348,antagonist,ADRA1A
DB01238,P35368,antagonist,ADRA1B
DB01238,P35462,antagonist,DRD3
DB01238,P35462,partial agonist,DRD3
DB01238,P28221,antagonist,HTR1D
DB01238,P28221,ligand,HTR1D
DB01238,P34969,antagonist,HTR7
DB01238,P34969,partial agonist,HTR7
DB01238,P08913,antagonist,ADRA2A
DB01238,P18825,antagonist,ADRA2C
DB01238,P18825,other/unknown,ADRA2C
DB01238,P35367,antagonist,HRH1
DB01238,P28222,antagonist,HTR1B
DB01238,P28222,ligand,HTR1B
DB01238,P28335,antagonist,HTR2C
DB01238,P28335,partial agonist,HTR2C
DB01238,P46098,antagonist,HTR3A
DB01238,P50406,antagonist,HTR6
DB01238,P21728,antagonist,DRD1
DB01238,P21728,partial agonist,DRD1
DB01238,P21728,ligand,DRD1
DB01238,P21917,antagonist,DRD4
DB01238,P21917,partial agonist,DRD4
DB01238,P18089,antagonist,ADRA2B
DB01238,P18089,ligand,ADRA2B
DB01238,P28566,antagonist,HTR1E
DB01238,P28566,ligand,HTR1E
DB01238,P21918,antagonist,DRD5
DB01238,P21918,partial agonist,DRD5
DB01238,P21918,ligand,DRD5
DB01238,P41595,inverse agonist,HTR2B
DB01238,P47898,ligand,HTR5A
DB01238,P08588,ligand,ADRB1
DB01238,P07550,ligand,ADRB2
DB01238,P25021,ligand,HRH2
DB01238,Q9Y5N1,ligand,HRH3
DB01238,Q9H3N8,ligand,HRH4
DB01238,P11229,ligand,CHRM1
DB01238,P08172,ligand,CHRM2
DB01238,P20309,ligand,CHRM3
DB01238,P08173,ligand,CHRM4
DB01238,P08912,ligand,CHRM5
DB01238,P41145,ligand,OPRK1
DB01238,P35372,ligand,OPRM1
DB01238,P41143,ligand,OPRD1
DB01238,Q05586,ligand,GRIN1
DB01238,Q01959,modulator,SLC6A3
DB01238,P31645,modulator,SLC6A4
DB01238,P08684,substrate,CYP3A4
DB01238,P24462,substrate,CYP3A7
DB01238,P20815,substrate,CYP3A5
DB01238,P10635,substrate,CYP2D6
DB01239,P14416,antagonist,DRD2
DB01239,P21728,antagonist,DRD1
DB01239,P35462,antagonist,DRD3
DB01239,P28223,antagonist,HTR2A
DB01239,P35367,antagonist,HRH1
DB01239,P08908,inhibitor,HTR1A
DB01239,P11229,antagonist,CHRM1
DB01239,P08172,antagonist,CHRM2
DB01239,P20309,antagonist,CHRM3
DB01239,P08173,antagonist,CHRM4
DB01239,P08912,antagonist,CHRM5
DB01240,Q16647,inducer,PTGIS
DB01240,Q9H244,agonist,P2RY12
DB01240,P43119,agonist,PTGIR
DB01241,Q07869,agonist,PPARA
DB01241,P06858,activator,LPL
DB01241,Q9Y6L6,inhibitor,SLCO1B1
DB01241,Q8TCC7,inhibitor,SLC22A8
DB01241,O94956,inhibitor,SLCO2B1
DB01241,Q9NPD5,inhibitor,SLCO1B3
DB01241,P10632,inhibitor,CYP2C8
DB01241,P33261,inhibitor,CYP2C19
DB01241,P11712,inhibitor,CYP2C9
DB01241,P05177,inhibitor,CYP1A2
DB01241,P08684,substrate,CYP3A4
DB01241,P16662,substrate,UGT2B7
DB01241,P22309,substrate,UGT1A1
DB01241,P22309,inhibitor,UGT1A1
DB01241,P35503,substrate,UGT1A3
DB01241,P35503,inhibitor,UGT1A3
DB01241,O60656,substrate,UGT1A9
DB01241,P06133,substrate,UGT2B4
DB01241,O75795,substrate,UGT2B17
DB01242,P31645,inhibitor,SLC6A4
DB01242,P28223,antagonist,HTR2A
DB01242,P41595,antagonist,HTR2B
DB01242,P28335,antagonist,HTR2C
DB01242,P23975,inhibitor,SLC6A2
DB01242,P09211,inhibitor,GSTP1
DB01242,P10635,substrate,CYP2D6
DB01242,P10635,inhibitor,CYP2D6
DB01242,P33261,substrate,CYP2C19
DB01242,P05177,substrate,CYP1A2
DB01242,P08684,substrate,CYP3A4
DB01243,P41145,inhibitor,OPRK1
DB01244,O00555,inhibitor,CACNA1A
DB01244,O95180,inhibitor,CACNA1H
DB01244,Q9NY47,inhibitor,CACNA2D2
DB01244,P05023,inhibitor,ATP1A1
DB01244,P51787,inhibitor,KCNQ1
DB01244,P63316,other,TNNC1
DB01244,Q01064,inhibitor,PDE1B
DB01244,P54750,inhibitor,PDE1A
DB01244,Q12809,inhibitor,KCNH2
DB01244,P0DP23,binder,CALM1
DB01244,P10635,substrate,CYP2D6
DB01244,P10635,inhibitor,CYP2D6
DB01244,P08684,substrate,CYP3A4
DB01245,Q15822,partial agonist,CHRNA2
DB01245,P02708,modulator,CHRNA1
DB01245,P22303,inhibitor,ACHE
DB01245,P06276,inhibitor,BCHE
DB01246,P35367,antagonist,HRH1
DB01247,P21397,inhibitor,MAOA
DB01247,P27338,inhibitor,MAOB
DB01248,Q9H4B7,inhibitor,TUBB1
DB01248,O75469,binder,NR1I2
DB01248,P08684,substrate,CYP3A4
DB01248,P08684,inhibitor,CYP3A4
DB01248,P20815,substrate,CYP3A5
DB01248,P24462,substrate,CYP3A7
DB01248,Q16678,binder,CYP1B1
DB01250,P23219,inhibitor,PTGS1
DB01250,P51580,inhibitor,TPMT
DB01250,P47989,inhibitor,XDH
DB01251,Q09428,inhibitor,ABCC8
DB01251,P78508,binder,KCNJ10
DB01251,Q15842,inhibitor,KCNJ8
DB01251,P11712,substrate,CYP2C9
DB01252,Q09428,inhibitor,ABCC8
DB01252,P78508,blocker,KCNJ10
DB01252,P37231,agonist,PPARG
DB01252,P35503,substrate,UGT1A3
DB01252,P16662,substrate,UGT2B7
DB01253,P35348,agonist,ADRA1A
DB01253,P14416,agonist,DRD2
DB01253,P08684,substrate,CYP3A4
DB01254,P00519,inhibitor,ABL1
DB01254,P00519,multitarget,ABL1
DB01254,P12931,inhibitor,SRC
DB01254,P12931,multitarget,SRC
DB01254,P29317,antagonist,EPHA2
DB01254,P06239,inhibitor,LCK
DB01254,P06239,multitarget,LCK
DB01254,P07947,inhibitor,YES1
DB01254,P10721,antagonist,KIT
DB01254,P09619,antagonist,PDGFRB
DB01254,P06241,inhibitor,FYN
DB01254,P06241,multitarget,FYN
DB01254,P11274,inhibitor,BCR
DB01254,P51692,inhibitor,STAT5B
DB01254,P42684,multitarget,ABL2
DB01254,Q06187,inhibitor,BTK
DB01254,Q92570,inhibitor,NR4A3
DB01254,P41240,inhibitor,CSK
DB01254,P54756,inhibitor,EPHA5
DB01254,P54760,inhibitor,EPHB4
DB01254,P09769,inhibitor,FGR
DB01254,P42685,binder,FRK
DB01254,P11142,binder,HSPA8
DB01254,P07948,inhibitor,LYN
DB01254,Q9NYL2,binder,MAP3K20
DB01254,Q16539,binder,MAPK14
DB01254,Q06203,binder,PPAT
DB01254,P04798,substrate,CYP1A1
DB01254,P05177,substrate,CYP1A2
DB01254,Q16678,substrate,CYP1B1
DB01254,P20815,substrate,CYP3A5
DB01254,P31513,substrate,FMO3
DB01254,P08684,substrate,CYP3A4
DB01254,P08684,inhibitor,CYP3A4
DB01255,Q96RJ0,agonist,TAAR1
DB01256,Q9A1X4,inhibitor,rplC
DB01256,P08684,substrate,CYP3A4
DB01259,P00533,antagonist,EGFR
DB01259,O00418,inhibitor,EEF2K
DB01259,P04626,antagonist,ERBB2
DB01259,P08684,substrate,CYP3A4
DB01259,P08684,inhibitor,CYP3A4
DB01259,P20815,substrate,CYP3A5
DB01259,P10632,substrate,CYP2C8
DB01259,P10632,inhibitor,CYP2C8
DB01259,P33261,substrate,CYP2C19
DB01260,P11474,modulator,ESRRA
DB01260,O95718,modulator,ESRRB
DB01260,P62508,modulator,ESRRG
DB01260,P04150,agonist,NR3C1
DB01260,P08684,substrate,CYP3A4
DB01260,P08684,inducer,CYP3A4
DB01261,P27487,inhibitor,DPP4
DB01261,P08684,substrate,CYP3A4
DB01261,P10632,substrate,CYP2C8
DB01262,P26358,inhibitor,DNMT1
DB01262,Q9Y6K1,inhibitor,DNMT3A
DB01262,Q9UBC3,inhibitor,DNMT3B
DB01262,Q13547,inhibitor,HDAC1
DB01262,P30085,substrate,CMPK1
DB01262,P15531,substrate,NME1
DB01262,P27707,substrate,DCK
DB01262,P32320,substrate,CDA
DB01263,P10613,antagonist,ERG11
DB01263,P08684,substrate,CYP3A4
DB01263,P08684,inhibitor,CYP3A4
DB01264,Q72874,inhibitor,pol
DB01264,P03366,modulator,gag-pol
DB01264,P10635,inhibitor,CYP2D6
DB01264,P08684,substrate,CYP3A4
DB01264,P08684,inhibitor,CYP3A4
DB01267,P28223,antagonist,HTR2A
DB01267,P14416,antagonist,DRD2
DB01267,P21917,antagonist,DRD4
DB01267,P35462,antagonist,DRD3
DB01267,P28335,antagonist,HTR2C
DB01267,P35367,antagonist,HRH1
DB01267,P35348,antagonist,ADRA1A
DB01267,P35368,antagonist,ADRA1B
DB01267,P28221,antagonist,HTR1D
DB01267,P08913,antagonist,ADRA2A
DB01267,P18089,antagonist,ADRA2B
DB01267,P18825,agonist,ADRA2C
DB01267,P08908,antagonist,HTR1A
DB01267,P21728,antagonist,DRD1
DB01267,P08684,substrate,CYP3A4
DB01267,P10635,substrate,CYP2D6
DB01267,P20815,substrate,CYP3A5
DB01268,P09619,inhibitor,PDGFRB
DB01268,P17948,inhibitor,FLT1
DB01268,P10721,inhibitor,KIT
DB01268,P35968,inhibitor,KDR
DB01268,P35916,inhibitor,FLT4
DB01268,P36888,inhibitor,FLT3
DB01268,P07333,inhibitor,CSF1R
DB01268,P16234,inhibitor,PDGFRA
DB01268,P08581,inhibitor,MET
DB01268,P08684,substrate,CYP3A4
DB01268,P08684,inhibitor,CYP3A4
DB01268,P20815,substrate,CYP3A5
DB01268,P24462,substrate,CYP3A7
DB01273,P43681,partial agonist,CHRNA4
DB01273,P36544,agonist,CHRNA7
DB01273,P32297,partial agonist,CHRNA3
DB01273,Q15825,partial agonist,CHRNA6
DB01273,P17787,partial agonist,CHRNB2
DB01274,P07550,agonist,ADRB2
DB01274,P10635,substrate,CYP2D6
DB01274,P33261,substrate,CYP2C19
DB01274,P11712,substrate,CYP2C9
DB01274,P11509,substrate,CYP2A6
DB01275,Q16853,inhibitor,AOC3
DB01275,Q16665,inducer,HIF1A
DB01275,P13674,inhibitor,P4HA1
DB01275,P08684,inhibitor,CYP3A4
DB01280,P09884,inhibitor,POLA1
DB01280,P18858,inhibitor,LIG1
DB01280,P49642,inhibitor,PRIM1
DB01280,P23921,inhibitor,RRM1
DB01280,P00813,substrate,ADA
DB01280,P27707,substrate,DCK
DB01280,Q16854,substrate,DGUOK
DB01282,P30559,agonist,OXTR
DB01283,P35354,inhibitor,PTGS2
DB01283,P23219,inhibitor,PTGS1
DB01283,P33261,substrate,CYP2C19
DB01283,O60656,substrate,UGT1A9
DB01283,P05177,substrate,CYP1A2
DB01283,P11712,substrate,CYP2C9
DB01284,Q01718,agonist,MC2R
DB01288,P07550,agonist,ADRB2
DB01288,P08588,agonist,ADRB1
DB01288,P13945,agonist,ADRB3
DB01289,P78508,blocker,KCNJ10
DB01289,Q15842,inhibitor,KCNJ8
DB01289,P01308,regulator,INS
DB01289,P11712,substrate,CYP2C9
DB01291,P07550,agonist,ADRB2
DB01291,P08588,agonist,ADRB1
DB01295,P14416,antagonist,DRD2
DB01295,P08588,antagonist,ADRB1
DB01295,P07550,antagonist,ADRB2
DB01295,P35348,antagonist,ADRA1A
DB01295,P10635,substrate,CYP2D6
DB01296,P01584,inhibitor,IL1B
DB01296,P01579,inhibitor,IFNG
DB01296,Q04206,inhibitor,RELA
DB01297,P08588,antagonist,ADRB1
DB01297,P10635,substrate,CYP2D6
DB01298,P0AC13,inhibitor,folP
DB01299,P27338,inhibitor,MAOB
DB01299,P0AC13,binder,folP
DB01299,P13922,inhibitor,
DB01301,P0A7X3,inhibitor,rpsI
DB01303,Q14432,inhibitor,PDE3A
DB01303,P27815,inhibitor,PDE4A
DB01303,P29274,antagonist,ADORA2A
DB01303,P30542,antagonist,ADORA1
DB01303,Q92769,activator,HDAC2
DB01303,P05177,substrate,CYP1A2
DB01319,Q72874,inhibitor,pol
DB01319,P03366,inhibitor,gag-pol
DB01319,P08684,substrate,CYP3A4
DB01319,P08684,inhibitor,CYP3A4
DB01320,Q14524,inhibitor,SCN5A
DB01320,P05177,inducer,CYP1A2
DB01320,P19224,inhibitor,UGT1A6
DB01320,O60656,inhibitor,UGT1A9
DB01320,P33261,substrate,CYP2C19
DB01320,P20813,inducer,CYP2B6
DB01320,P11712,substrate,CYP2C9
DB01320,P11712,inducer,CYP2C9
DB01320,P08684,substrate,CYP3A4
DB01320,P08684,inducer,CYP3A4
DB01321,P44345,inhibitor,rplD
DB01324,P55017,inhibitor,SLC12A3
DB01325,Q13621,inhibitor,SLC12A1
DB01325,P55011,inhibitor,SLC12A2
DB01325,P55017,inhibitor,SLC12A3
DB01325,P00915,inhibitor,CA1
DB01325,P00918,inhibitor,CA2
DB01326,Q70KI2,inhibitor,pbpA
DB01327,P02918,inhibitor,mrcA
DB01327,P02919,inhibitor,mrcB
DB01327,P76577,inhibitor,pbpC
DB01327,P0AD65,inhibitor,mrdA
DB01327,P0AD68,inhibitor,ftsI
DB01327,P27169,inhibitor,PON1
DB01327,P40933,inhibitor,IL15
DB01327,P60568,inhibitor,IL2
DB01327,P51580,substrate,TPMT
DB01328,P02918,inhibitor,mrcA
DB01328,P0AD68,inhibitor,ftsI
DB01328,P02919,inhibitor,mrcB
DB01328,P24228,inhibitor,dacB
DB01328,P0AD65,inhibitor,mrdA
DB01329,P0AD68,inhibitor,ftsI
DB01329,P02919,inhibitor,mrcB
DB01329,P0AD65,inhibitor,mrdA
DB01329,Q07806,inhibitor,mrcA
DB01329,Q9X6W0,inhibitor,ponB
DB01329,P08506,inhibitor,dacC
DB01329,P02918,inhibitor,mrcA
DB01329,P0AEB2,inhibitor,dacA
DB01329,P24228,inhibitor,dacB
DB01330,Q75Y35,inhibitor,pbp3
DB01331,P08506,inhibitor,dacC
DB01331,P0AEB2,inhibitor,dacA
DB01331,P0AFI5,inhibitor,pbpG
DB01331,P24228,inhibitor,dacB
DB01331,P02918,inhibitor,mrcA
DB01331,P02919,inhibitor,mrcB
DB01331,P0AD68,inhibitor,ftsI
DB01331,Q75Y35,inhibitor,pbp3
DB01331,Q7CRA4,inhibitor,pbp1b
DB01331,Q8DNB6,inhibitor,pbp2a
DB01331,Q8DR59,inhibitor,pbpA
DB01331,P0A3M6,inhibitor,penA
DB01331,P00808,substrate,penP
DB01332,P02918,inhibitor,mrcA
DB01332,P02919,inhibitor,mrcB
DB01332,P08506,binder,dacC
DB01333,P02918,inhibitor,mrcA
DB01333,P08684,inducer,CYP3A4
DB01336,Q15822,antagonist,CHRNA2
DB01336,P08172,antagonist,CHRM2
DB01337,Q15822,antagonist,CHRNA2
DB01337,P08172,antagonist,CHRM2
DB01337,P20309,antagonist,CHRM3
DB01337,P06276,inhibitor,BCHE
DB01338,Q15822,antagonist,CHRNA2
DB01338,P08172,antagonist,CHRM2
DB01338,P20309,antagonist,CHRM3
DB01338,P06276,inhibitor,BCHE
DB01339,Q15822,antagonist,CHRNA2
DB01340,P12821,inhibitor,ACE
DB01348,P12821,inhibitor,ACE
DB01349,P30556,antagonist,AGTR1
DB01349,P50052,antagonist,AGTR2
DB01349,P08684,substrate,CYP3A4
DB01351,P14867,potentiator,GABRA1
DB01351,P47869,potentiator,GABRA2
DB01351,P34903,potentiator,GABRA3
DB01351,P48169,potentiator,GABRA4
DB01351,P31644,potentiator,GABRA5
DB01351,Q16445,potentiator,GABRA6
DB01351,P43681,antagonist,CHRNA4
DB01351,P36544,antagonist,CHRNA7
DB01351,P42262,antagonist,GRIA2
DB01351,Q13002,antagonist,GRIK2
DB01353,P47869,potentiator,GABRA2
DB01353,P34903,potentiator,GABRA3
DB01353,P48169,potentiator,GABRA4
DB01353,P31644,potentiator,GABRA5
DB01353,Q16445,potentiator,GABRA6
DB01353,P14867,potentiator,GABRA1
DB01353,P43681,antagonist,CHRNA4
DB01353,P36544,antagonist,CHRNA7
DB01353,P42262,antagonist,GRIA2
DB01353,Q13002,antagonist,GRIK2
DB01355,P47869,potentiator,GABRA2
DB01355,P34903,potentiator,GABRA3
DB01355,P48169,potentiator,GABRA4
DB01355,P31644,potentiator,GABRA5
DB01355,Q16445,potentiator,GABRA6
DB01355,P14867,potentiator,GABRA1
DB01355,P43681,antagonist,CHRNA4
DB01355,P36544,antagonist,CHRNA7
DB01355,P42262,antagonist,GRIA2
DB01355,Q13002,antagonist,GRIK2
DB01355,P33261,substrate,CYP2C19
DB01355,P11712,substrate,CYP2C9
DB01355,P23219,substrate,PTGS1
DB01356,P49841,inhibitor,GSK3B
DB01356,P29218,inhibitor,IMPA1
DB01356,O14732,inhibitor,IMPA2
DB01356,P42263,potentiator,GRIA3
DB01357,P03372,agonist,ESR1
DB01357,P08684,substrate,CYP3A4
DB01357,P10632,substrate,CYP2C8
DB01357,P11712,substrate,CYP2C9
DB01359,P08588,antagonist,ADRB1
DB01359,P08588,partial agonist,ADRB1
DB01359,P07550,antagonist,ADRB2
DB01359,P07550,partial agonist,ADRB2
DB01359,P08908,antagonist,HTR1A
DB01359,P28222,antagonist,HTR1B
DB01359,P10635,substrate,CYP2D6
DB01364,P14416,agonist,DRD2
DB01364,P35348,agonist,ADRA1A
DB01364,P08588,agonist,ADRB1
DB01364,P07550,agonist,ADRB2
DB01364,P23975,inverse agonist,SLC6A2
DB01364,P06276,substrate,BCHE
DB01364,P22303,inhibitor,ACHE
DB01365,P35348,agonist,ADRA1A
DB01365,P14416,agonist,DRD2
DB01365,P08588,agonist,ADRB1
DB01366,P07550,agonist,ADRB2
DB01367,P27338,inhibitor,MAOB
DB01367,P10415,activator,BCL2
DB01367,P05177,substrate,CYP1A2
DB01369,P0A7J6,inhibitor,rplJ
DB01369,P61177,inhibitor,rplV
DB01369,P08684,inhibitor,CYP3A4
DB01370,P05023,binder,ATP1A1
DB01370,P06870,inhibitor,KLK1
DB01380,O95718,modulator,ESRRB
DB01380,P62508,modulator,ESRRG
DB01380,P04150,agonist,NR3C1
DB01380,P11474,modulator,ESRRA
DB01380,P04083,inducer,ANXA1
DB01380,P08684,substrate,CYP3A4
DB01380,P08684,inducer,CYP3A4
DB01380,P20815,inducer,CYP3A5
DB01384,P08185,binder,SERPINA6
DB01384,P04150,agonist,NR3C1
DB01384,P08684,substrate,CYP3A4
DB01384,P08684,inhibitor,CYP3A4
DB01384,P08684,inducer,CYP3A4
DB01384,P20815,inducer,CYP3A5
DB01390,O95180,blocker,CACNA1H
DB01390,Q9UK17,blocker,KCND3
DB01392,P08913,antagonist,ADRA2A
DB01392,P18089,antagonist,ADRA2B
DB01392,P18825,antagonist,ADRA2C
DB01392,P08908,partial agonist,HTR1A
DB01392,P28222,partial agonist,HTR1B
DB01392,P28221,partial agonist,HTR1D
DB01392,P14416,antagonist,DRD2
DB01392,P35462,antagonist,DRD3
DB01392,P28223,antagonist,HTR2A
DB01392,P28335,antagonist,HTR2C
DB01392,P48048,inhibitor,KCNJ1
DB01392,P41595,antagonist,HTR2B
DB01392,P10635,substrate,CYP2D6
DB01392,P08684,substrate,CYP3A4
DB01393,Q03181,agonist,PPARD
DB01393,P37231,agonist,PPARG
DB01393,Q07869,agonist,PPARA
DB01393,O75469,partial agonist,NR1I2
DB01393,P19793,agonist,RXRA
DB01393,P28702,agonist,RXRB
DB01393,P48443,agonist,RXRG
DB01393,P04798,inducer,CYP1A1
DB01393,P10632,inhibitor,CYP2C8
DB01393,P08684,substrate,CYP3A4
DB01394,P07437,inhibitor,TUBB
DB01394,P07437,binder,TUBB
DB01394,P08684,substrate,CYP3A4
DB01394,P08684,inhibitor,CYP3A4
DB01394,P20813,inhibitor,CYP2B6
DB01394,P10632,inhibitor,CYP2C8
DB01394,P05181,inducer,CYP2E1
DB01395,P08235,antagonist,NR3C2
DB01395,P10275,antagonist,AR
DB01395,P06401,agonist,PGR
DB01395,P04150,binder,NR3C1
DB01395,P35354,inhibitor,PTGS2
DB01395,P35354,inducer,PTGS2
DB01395,P27169,substrate,PON1
DB01395,P08684,substrate,CYP3A4
DB01396,P14415,inhibitor,ATP1B2
DB01396,P54709,inhibitor,ATP1B3
DB01396,P05023,inhibitor,ATP1A1
DB01396,P13637,inhibitor,ATP1A3
DB01396,P05026,inhibitor,ATP1B1
DB01396,P50993,inhibitor,ATP1A2
DB01396,P05108,inhibitor,CYP11A1
DB01396,P08684,substrate,CYP3A4
DB01397,P35354,inhibitor,PTGS2
DB01397,P23219,inhibitor,PTGS1
